FurBrown,RedLeather,7.55
FurBrown,Bloodstone,1.87
LeatherBrown,XV-88,3.56
LeatherBrown,Earth,6.97
LeatherBrown,EnglishUniform,7.51
LeatherBrown,Bloodstone,10.91
OakBrown,DryadBark,10.75
OakBrown,DarkFleshtone,7.22
OakBrown,HullRed,7.57
OakBrown,BattlefieldBrown,7.22
SkeletonBone,ScreamingSkull,5.9
SkeletonBone,ElficFlesh,2.42
SkeletonBone,Buff,1.01
SkeletonBone,HammerfallKhaki,3.51
BarbarianFlesh,BestigorFlesh,7.03
BarbarianFlesh,ElfSkintone,3.57
BarbarianFlesh,FlatFlesh,6.63
BarbarianFlesh,MidlundFlesh,4.99
TannedFlesh,DeathclawBrown,3.56
TannedFlesh,DwarfSkin,4.25
TannedFlesh,LightBrown,5.48
TannedFlesh,KhardicFlesh,4.67
AlienPurple,XereusPurple,7.91
AlienPurple,HeavyViolet,4.56
AlienPurple,Violet,4.57
AlienPurple,BeatenPurple,3
HydraTurquoise,AhrimanBlue,6.41
HydraTurquoise,JadeGreen,11.67
HydraTurquoise,BlueGreen,3.52
HydraTurquoise,MerediusBlue,7.33
ChaoticRed,MournfangBrown,3.08
ChaoticRed,Terracota,2.39
ChaoticRed,GermanCam.BlackBrown,7.97
ChaoticRed,SanguineBase,2.04
AbominationGore,MournfangBrown,3.08
AbominationGore,Terracota,2.39
AbominationGore,GermanCam.BlackBrown,7.97
AbominationGore,SanguineBase,2.04
AridEarth,ScreamingSkull,9.43
AridEarth,Offwhite,5.59
AridEarth,LightFlesh,3.58
AridEarth,MenothWhiteBase,5.01
BabeBlonde,YrielYellow,1.95
BabeBlonde,SunYellow,5.21
BabeBlonde,DeepYellow,2.18
BabeBlonde,CygnusYellow,3.8
BansheeBrown,RakarthFlesh,6.88
BansheeBrown,ElficFlesh,7.62
BansheeBrown,PaleSand,8.41
BansheeBrown,TrollbloodHighlight,4.49
BasiliskBrown,TauLightOchre,7.11
BasiliskBrown,ScrofulousBrown,4.66
BasiliskBrown,GoldBrown,4.77
BasiliskBrown,EmberOrange,4.55
BrainmatterBeige,CeramiteWhite,8.14
BrainmatterBeige,Offwhite,3.88
BrainmatterBeige,Offwhite,1.61
BrainmatterBeige,MenothWhiteHighlight,2.56
CastleGrey,CeramiteWhite,8.14
CastleGrey,Offwhite,3.88
CastleGrey,Offwhite,1.61
CastleGrey,MenothWhiteHighlight,2.56
CentaurSkin,LugganathOrange,9.79
CentaurSkin,PaleFlesh,7.21
CentaurSkin,SalmonRose,9.91
CentaurSkin,MidlundFlesh,10.24
CombatFatigue,DeathGuardArmor,3.6
CombatFatigue,HeavyWarmGrey,3.84
CombatFatigue,Khaki,4.29
CombatFatigue,TraitorGreen,3.49
CommandoGreen,DeathWorldForest,8.04
CommandoGreen,CamoflageGreen,4.86
CommandoGreen,YellowGreen,5.05
CommandoGreen,BattledressGreen,4.06
CorpsePale,PallidWychFlesh,9.05
CorpsePale,BoneWhite,8.82
CorpsePale,PaleSand,8.32
CorpsePale,RynFlesh,8.71
CrustedSore,DoombullBrown,8.93
CrustedSore,ScarletRed,5.54
CrustedSore,HullRed,6.42
CrustedSore,SanguineBase,9.77
CryptWraith,StormverminFur,10.12
CryptWraith,HeavyGrey,6.68
CryptWraith,GermanFieldGreyWW2,3.64
CryptWraith,ThornwoodGreen,4.47
CultistRobe,StormverminFur,3.54
CultistRobe,Khaki,7.87
CultistRobe,GermanCam.PaleBrown,7.34
CultistRobe,BastionGrey,5.46
DarkSky,StegadonScaleGreen,6.43
DarkSky,HeavyBlue,4.33
DarkSky,PrussianBlue,4.27
DarkSky,GreatcoatGrey,8.41
DirtSpatter,RhinoxHide,8.1
DirtSpatter,BeastyBrown,7.37
DirtSpatter,GermanCam.BlackBrown,2
DirtSpatter,SanguineBase,13.44
DrakeTooth,PallidWychFlesh,4.17
DrakeTooth,ElficFlesh,6.35
DrakeTooth,DeckTan,4.91
DrakeTooth,JackBone,6.9
DungeonGrey,WarpfiendGrey,3.32
DungeonGrey,ColdGrey,6.05
DungeonGrey,NeutralGrey,5.68
DungeonGrey,GreatcoatGrey,9.25
ElementalBolt,TempleGuardBlue,4.79
ElementalBolt,FoulGreen,2.99
ElementalBolt,Emerald,6.29
ElementalBolt,MerediusBlue,14.71
ElfGreen,CastellanGreen,5.11
ElfGreen,HeavyGreen,9.87
ElfGreen,GermanFieldGreyWW2,9.56
ElfGreen,ThornwoodGreen,11.06
ElvenFlesh,CastellanGreen,5.11
ElvenFlesh,HeavyGreen,9.87
ElvenFlesh,GermanFieldGreyWW2,9.56
ElvenFlesh,ThornwoodGreen,11.06
OrcBlood,WarpfiendGrey,12.64
OrcBlood,HeavySienna,14.01
OrcBlood,Purple,9.96
OrcBlood,SanguineHighlight,18.14
FilthyCape,Dawnstone,5.28
FilthyCape,Khaki,4.93
FilthyCape,GreenGrey,3.61
FilthyCape,BastionGrey,2.2
DarkStone,EshinGrey,6.66
DarkStone,Earth,12.16
DarkStone,ChocolateBrown,4.01
DarkStone,GreatcoatGrey,11.05
FireLizard,TrollSlayerOrange,5.25
FireLizard,ScrofulousBrown,4.8
FireLizard,LightBrown,6.39
FireLizard,KhardicFlesh,7.7
FogGrey,FenrisianGrey,5.56
FogGrey,SteelGrey,4.38
FogGrey,PastelBlue,4.42
FogGrey,IronhullGrey,9.23
GorgonHide,BlueHorror,10.18
GorgonHide,GlacierBlue,7.33
GorgonHide,PaleGreyBlue,7.74
GorgonHide,UnderbellyBlue,6.13
GriffonBlue,AlaitocBlue,2.48
GriffonBlue,SombreGrey,6.87
GriffonBlue,DarkBlue,4.22
GriffonBlue,CygnarBaseBlue,10.54
HardenedCarapace,SkavenblightDinge,1.04
HardenedCarapace,BeastyBrown,9.16
HardenedCarapace,LeatherBrown,2.7
HardenedCarapace,CryxBaneBase,12.01
HempRope,BanebladeBrown,9.5
HempRope,DesertYellow,2.75
HempRope,GreenBrown,5.43
HempRope,GunCorpsBrown,3.32
IceStorm,FenrisianGrey,3.97
IceStorm,WolfGrey,7.42
IceStorm,DeepSkyBlue,6.82
IceStorm,IronhullGrey,10.99
JungleGreen,OgrynCamo,6.93
JungleGreen,HeavyKhaki,11.57
JungleGreen,LimeGreen,7.73
JungleGreen,WurmGreen,6.28
KoboldSkin,KarakStone,7.42
KoboldSkin,BronzeFleshtone,11.09
KoboldSkin,IraqiSand,5.67
KoboldSkin,BeastHide,7.96
KrakenSkin,GaussBlasterGreen,6.97
KrakenSkin,ScorpionGreen,13.37
KrakenSkin,GreenSky,8.92
KrakenSkin,IosanGreen,14.92
MarsRed,SquigOrange,4
MarsRed,BloodyRed,2.93
MarsRed,CarmineRed,2.28
MarsRed,SkorneRed,5.53
ToxicMist,BaharrothBlue,3.98
ToxicMist,HeavyBlueGrey,12.7
ToxicMist,PaleBlue,7.53
ToxicMist,MerediusBlue,6.05
MoonDust,FlayedOneFlesh,8.7
MoonDust,PaleYellow,8
MoonDust,GermanYellow,6.71
MoonDust,SulfuricYellow,6.15
MouldyClothes,WarpstoneGlow,5.29
MouldyClothes,GoblinGreen,6.03
MouldyClothes,UniformGreen,4.29
MouldyClothes,OrdicOlive,10.2
MummyRobes,PallidWychFlesh,6.94
MummyRobes,Offwhite,10.35
MummyRobes,Offwhite,6.27
MummyRobes,RynFlesh,5.21
MutantHue,SlaaneshGrey,11.16
MutantHue,HeavySkintone,13.12
MutantHue,TanEarth,12.53
MutantHue,IronhullGrey,14.08
MythicalOrange,JokaeroOrange,3.56
MythicalOrange,HotOrange,2.82
MythicalOrange,OrangeRed,2.58
MythicalOrange,KhadorRedBase,2.62
NecromanceCloak,DryadBark,4.87
NecromanceCloak,CharredBrown,9.04
NecromanceCloak,LeatherBrown,6.06
NecromanceCloak,CryxBaneBase,9.48
GrimoirePurple,GorthorBrown,8.14
GrimoirePurple,HeavySienna,7.36
GrimoirePurple,MahoganyBrown,6.23
GrimoirePurple,GreatcoatGrey,17.58
OozingPurple,DechalaLilac,6.03
OozingPurple,WolfGrey,11.35
OozingPurple,LightGrey,14.43
OozingPurple,IronhullGrey,11.96
PhoenixFlames,ZamesiDesert,5.88
PhoenixFlames,GoldYellow,4.42
PhoenixFlames,SunnySkintone,8.19
PhoenixFlames,Heartfire,3.83
PixiePink,DeathclawBrown,13.79
PixiePink,DwarfSkin,10.21
PixiePink,OldRose,2.4
PixiePink,SanguineHighlight,13.75
PoisonousCloud,ScreamingSkull,10.87
PoisonousCloud,FluoYellow,7.17
PoisonousCloud,YellowGreen,3.96
PoisonousCloud,CygnusYellow,8.78
RoyalCloak,TempleGuardBlue,5.5
RoyalCloak,JadeGreen,9.8
RoyalCloak,BlueGreen,1.81
RoyalCloak,MerediusBlue,8.4
ScalyHide,NurglingGreen,3.72
ScalyHide,HeavyKhaki,7.24
ScalyHide,GoldenOlive,4.44
ScalyHide,TraitorGreen,5.87
WarlockPurple,SquigOrange,10.21
WarlockPurple,Tan,9.67
WarlockPurple,DarkRed,9.14
WarlockPurple,SanguineHighlight,4.79
VoidshieldBlue,LothernBlue,1.77
VoidshieldBlue,ElectricBlue,8.28
VoidshieldBlue,DeepSkyBlue,2.73
VoidshieldBlue,IronhullGrey,12.82
SnakeScales,OgrynCamo,7.08
SnakeScales,FluoGreen,10.02
SnakeScales,LimeGreen,7.1
SnakeScales,WurmGreen,4.1
SpaceshipExterior,UlthuanGrey,9.37
SpaceshipExterior,Verdigris,9.64
SpaceshipExterior,PaleGreyBlue,6.32
SpaceshipExterior,UnderbellyBlue,6.65
StoneGolem,CelestraGrey,8.26
StoneGolem,HeavyBlueGrey,8.63
StoneGolem,SkyGrey,1.87
StoneGolem,TrollbloodHighlight,7.76
SulphideOchre,TallarnSand,6.48
SulphideOchre,HeavyGoldBrown,3.87
SulphideOchre,GoldBrown,3.87
SulphideOchre,EmberOrange,6.12
ToxicBoils,SlaaneshGrey,13.02
ToxicBoils,SquidPink,15.83
ToxicBoils,Pink,10.99
ToxicBoils,IronhullGrey,17.14
TroglodyteBlue,HoethBlue,8.2
TroglodyteBlue,ElectricBlue,1.19
TroglodyteBlue,AndreaBlue,3.87
TroglodyteBlue,CygnarBlueHighlight,11.53
TrollClaws,BestigorFlesh,3.45
TrollClaws,BronzeFleshtone,4.62
TrollClaws,MediumFleshtone,3.58
TrollClaws,EmberOrange,6.67
VampireRed,TuskgorFur,5.73
VampireRed,HeavyRed,3.75
VampireRed,Red,3.46
VampireRed,SkorneRed,9.2
VenomWyrm,SteelLegionDrab,7.13
VenomWyrm,HeavyBrown,6.3
VenomWyrm,USFieldDrab,6.65
VenomWyrm,ThornwoodGreen,4.13
VikingBlue,CaledorSky,4.48
VikingBlue,SombreGrey,7.1
VikingBlue,DarkBlue,4.75
VikingBlue,CygnarBlueHighlight,9
WastelandSoil,GorthorBrown,9.57
WastelandSoil,HeavySienna,8.45
WastelandSoil,Purple,8.12
WastelandSoil,GreatcoatGrey,16.42
WerewolfFur,GorthorBrown,7.11
WerewolfFur,Earth,5.2
WerewolfFur,BeigeBrown,2.84
WerewolfFur,ThornwoodGreen,10.51
WitchBrew,ElysianGreen,4.32
WitchBrew,HeavyKhaki,5.64
WitchBrew,Middlestone,5.97
WitchBrew,TraitorGreen,9.35
WizardsOrb,ThunderhawkBlue,7.66
WizardsOrb,JadeGreen,6.39
WizardsOrb,GunshipGreen,6.11
WizardsOrb,CoalBlack,11.18
ScarTissue,CadianFleshtone,7.12
ScarTissue,DwarfSkin,3.71
ScarTissue,BrownRose,1.4
ScarTissue,KhardicFlesh,5.35
FieldGrey,Dawnstone,3.22
FieldGrey,StonewallGrey,9.34
FieldGrey,DarkSeaGrey,0.75
FieldGrey,BastionGrey,8.48
